title,address,contentId,contentTypeId,tag,reason,cat1,cat2,cat3,cat1_name,cat2_name,cat3_name,mapx,mapy,overview
"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 중산간서로,1351196,12,outdoor,indoor:몰 | outdoor:공원/산/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.2517754921,33.3338221918,"한경면 저지리(옛 이름:닥몰) 저청 초등학교에서 북서쪽 수동으로 가는 도로 우측에 우뚝 선 오름으로, 산상의 분화구를 중심으로 어느 쪽 사면이나 경사와 거리가 비슷한 둥근 산체를 이루고 있으며, 둘레가 약 900m, 깊이가 약 60m쯤 되는 매우 가파른 깔때기형 산상 분화구를 갖고 있는 화산체이다. 오름 각 사면에는 해송이 주종을 이루며 잡목과 함께 울창한 숲을 이루고 있으며, 분화구 안에는 낙엽수림과 상록수림이 울창한 자연림 상태를 보이고 있으나 안사면으로 보리수나무, 찔레나무, 닥나무 등이 빽빽이 우거져 있어 화구 안으로의 접근이 매우 어렵다.

저지 오름(楮旨岳)이란 호칭은 마을 이름이 ‘저지’로 되면서부터 생긴 한자명이라 한다. 그전까지는 ‘닥몰 오름’이라 불렀으며, 저지의 옛 이름이 ‘닥모루’(닥몰)였다고 한다. 이는 닥나무(楮)가 많았다는 데서 연유한 것이고, 한자이름은 한자의 뜻을 빌려서 표기한 것이라고 한다.

* 2007년 제8회 아름다운 숲 전국대회에서 생명상(대상) 수상"
전농로 벚꽃거리,제주특별자치도 제주시 삼도일동,2778044,12,outdoor,outdoor:공원,A01,A0101,A01010500,자연관광지,국립공원,자연생태관광지,126.5171791396,33.5045936021,"제주공항에서 자동차로 10분이면 도착할 수 있는 전농로는 하늘을 가득 메운 벚꽃터널이 인상적인 벚꽃길이다. 구도심인 삼도일동에 자리한 전농로는 약 왕복 2차선 도로로, 양쪽 도로변을 따라 제주 지역 자생종인 왕벚나무가 끝없이 이어져 있다. 짧게는 20년에서 많게는 100년 이상 된 이곳 왕벚나무들이 피우는 꽃은 제주에서도 아름다운 벚꽃명소로 유명하다. 해마다 봄이면 거리 가득 흐드러진 벚꽃이 그야말로 꽃 천지를 이룬다. 1992년부터 전농로를 배경으로 왕벚꽃축제도 열리고 있다. 연인과 데이트 혹은 가족들과 봄에 벚꽃구경을 하며 추억을 남길 수 있는 거리이다."
절부암,제주특별자치도 제주시 한경면 용수리 4241-5,228864,12,unknown,,A01,A0102,A01020200,자연관광지,희귀동.식물,기암괴석,126.1671080750,33.3238275280,"제주시 한경면 용수리 포구에 사철나무, 후박나무, 동백나무 등 난대식물 군락을 이루고 있는 곳에 절부암이란 바위가 있다. 1981년 8월 26일 제주도 기념물로 지정된 이 바위는 고씨 부인의 절개를 기리고 있는 바위이다. 조선 후기 이 마을의 어부 강사철이 고기잡이를 나갔다가 거센 풍랑으로 변을 당하였다. 그의 처 고씨는 며칠 동안 남편을 찾아 헤매다가 끝내 남편을 찾지 못하자 남편의 뒤를 따르는 것이 도리라 생각하여 소복을 입고 이곳 나무에 목매어 자살하고 말았다. 그러자 홀연히 남편의 시체가 이 바위 밑에 떠올랐으므로 사람들은 감탄하였다 한다. 이를 신통히 여긴 당시 판관 신재우는 고씨가 자결한 바위에 절부암이라는 글귀를 새겨 후대에 기리게 하였다. 또한 관에서는 이들 부부를 합장한 후 그 넋을 위로하고자 이 마을 주민들로 하여금 매년 3월 15일에 제사를 지내도록 하였다."
점보빌리지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,987913,12,mixed,outdoor:공원 | mixed:관광단지,A02,A0202,A02020600,역사관광지,관광단지,테마공원,126.3055443214,33.2763404987,"점보빌리지는 우리나라에서 가장 많은 코끼리들이 대가족을 이루어 함께 살고 있는 특별한 코끼리 마을이다. 이곳은 코끼리들이 자유롭게 휴식하고 생활하는 공간으로, 코끼리와 사람들이 함께 공존할 수 있도록 조성된 곳이다. 점보빌리지는 단순히 코끼리들이 사는 곳에 그치지 않고, 방문객들이 코끼리들의 자연스러운 생활을 가까이서 체험할 수 있는 다양한 프로그램도 제공한다. 매일 진행되는 생태 해설을 통해 코끼리들에 대한 생태적 이해를 돕고, 코끼리 퍼레이드와 코끼리 가족운동회와 같은 다채로운 행사들이 펼쳐진다. 이를 통해 방문객들은 코끼리들의 독특한 사회 구조와 가족 간의 유대감을 느끼며, 코끼리와 인간이 어떻게 함께 살아갈 수 있는지에 대한 소중한 경험을 쌓을 수 있다."
점점,제주특별자치도 제주시 신촌북3길 39-3 1층,2899491,39,indoor,indoor:음식점/카페 | outdoor:산/해안,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.6152615419,33.5370637960,"카페 점점은 제주 신촌리 닭머리 해안 산책길 근처에 있다. 검은 벽돌집의 내부는 회색 노출 콘크리트와 진한 브라운 톤의 테이블, 은빛 식기로 깔끔한 조화를 이루었고 통창으로는 마을길이 보인다. 카페라테 맛집으로 유기농 우유를 사용하고 있으며 초당 옥수수 위에 올려주는 아이스크림도 인기 메뉴이다. ‘점점’이라는 메뉴는 플랫화이트로 커피에 섞이며 점점 녹아드는 바닐라를 의미한다. 어울리는 빵으로 먹물 소금 빵이 시그니처이다. 주변 여행지로 닭머리 해안길이 있다."
정가네밥상,제주특별자치도 제주시 아란서길 110 (아라일동),2836994,39,indoor,indoor:식당/음식점 | outdoor:계곡/공원/산,A05,A0502,A05020100,음식점,한식,한식,126.5399668613,33.4687562651,"제주정가네밥상은 아라일동 제주대학교병원 근처에 위치해있다. 제주도에서 보리굴비 한정식을 하는 곳으로 식당 옆 스마트팜에서 재배한 야채를 무한 제공하며, 식당에서 직접 도정한 쌀을 사용해 솥밥을 짓는다. 입구에 손 씻는 곳, 쌈 채소 셀프바, 넓은 주차장과 전기차 충전소 등 편리한 시설을 갖추고 있다. 산지에서 직송한 굴비, 흑돼지, 코다리 등 제철 음식을 아낌없이 제공하는 제주도 지역 맛집으로 식당이 넓고 깔끔하여 제주도민들의 회식, 돌잔치, 피로연 등의 장소로도 이용되고 있다. 근처에 함께 둘러보기 좋은 관광지는 제주별빛누리공원, 방선문계곡, 제주마방목지 등이 있다."
정물알오름,제주특별자치도 제주시 한림읍 금악리,1926369,12,outdoor,outdoor:공원/산/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.3249106803,33.3393282866,"정물알오름은 정물오름에 딸린 오름이란 뜻으로 붙여진 이름으로 금악 이시돌목장 내에 있는 정물오름의 서쪽 기슭에 위치해 있다. 원추형의 작은 오름이며 오름 앞에 있는 정물샘으로 유명한 오름인데, 정물샘의 물이 깨끗하고 양이 많아 식수가 귀한 제주에서 꽤 먼 곳의 마을 사람들도 물을 길어다 마셨다고 한다. 봉우리는 항공사진 판독 결과 화산체의 형태와 화구의 존재가 인정되어 정물오름과는 별개의 독립된 화산체로 보아야 하며, 주변의 언덕들은 정물오름 화구에서 흘러나오는 암설류로 이루어진 것으로 추정된다. 해송이 주를 이루며 삼나무 조림지 등과 함께 울창한 숲이 펼쳐져 있다."
정물오름,제주특별자치도 제주시 한림읍 금악리 산52-1,1926379,12,outdoor,indoor:몰 | outdoor:공원/산/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.3302158047,33.3380257364,"정물오름은 제주리 한림읍에 있는 말굽형 화구를 가진 기생화산이다. 오름 동남쪽에 당오름이 이웃해 있다. 오름의 형태는 남서쪽에서 다소 가파르게 솟아올라 꼭대기에서 북서쪽으로 완만하게 뻗어 내린다. 정물오름 서쪽에는 조그만 알오름이 있는데, 이를 '정물알오름' 이라 한다. 오름 북서쪽 비탈 아래쪽 기슭에 정물이라는 쌍둥이 샘이 있는데 이 샘 이름에서 오름 이름을 따왔다. 제주도는 전국 연평균 강수량에 비해 훨씬 많은 강수량에도 불구하고 마실 물이 귀했다. 이 샘은 물이 깨끗하고 양이 많아 이곳에서 꽤 먼 곳의 중산간마을 사람들도 물을 길러다 마셨다고 한다.정물오름은 억새뿐 아니라 노을 명소로도 손색이 없는 곳이다. 억새가 아름다운 시기에 일몰시간에 맞춰 이곳을 방문하는 것도 가을 제주 여행 추천 코스로 추천한다."
정방폭포,제주특별자치도 서귀포시 칠십리로214번길 37,126437,12,outdoor,outdoor:공원/산/폭포/해변/해안,A01,A0101,A01010800,자연관광지,국립공원,폭포,126.5716052770,33.2450398180,"천지연, 천제연과 더불어 제주도 내 3대 폭포 중의 하나인 정방폭포는 서귀포시 중심가에서 동남쪽에 위치해 있다. 바다로 직접 떨어지는 동양 유일의 해안폭포이며, 웅장한 폭포음과 쏟아지는 물줄기에 햇빛이 반사되면, 일곱 색깔의 무지개가 푸른 바다와 함께 어우러져 신비의 황홀경을 연출한다. 예로부터 이곳을 정방하폭(正房夏瀑)이라 하여 영주 십 경의 하나로 삼았다. 중국 진나라 시황제가 서불에게 동양의 삼신산의 하나인 한라산에 가서 불로초를 캐어 오도록 하였으나 불로초를 찾지 못하고 정방폭포의 절벽에 ‘서불과지(徐市過之)’라는 글을 새기고 서쪽으로 돌아갔다는 이야기가 있다. 해변을 끼고 높이 솟은 절벽에는 노송이 바다로 나뭇가지를 드리워 넘어질 듯 서 있으며 각종 수목이 울창하다."
정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14,1621147,12,outdoor,outdoor:산/오름,A02,A0201,A02010700,역사관광지,고궁,유적지/사적지,126.8000850448,33.3869055872,"정의향교는 1971년 제주특별자치도 유형문화유산으로 지정되었고 향교재단에서 관리하고 있다. 1423년 정의현청을 고성리에서 진사리(지금의 성읍리)로 옮겨 설치할 때 함께 성안으로 들어왔다. 그 후 여러 차례 개축과 이건을 거듭하다가 1849년 방어사 장인식이 조정에 주청하여 지금의 위치로 옮겨 세웠다.
향교는 훌륭한 유학자의 위패를 모시고 제사를 지내며 지방민의 교육과 교화를 위해 설립된 고려, 조선시대의 국립 지방 교육기관이다. 정의향교는 약간 높은 지역에 자리 잡고 있으며, 현재 대성전, 명륜당, 수선당, 수호사, 내삼문, 협문, 동재가 복원되어 있다. 대부분의 향교 건물이 남향이고, 제주향교와 함께 동쪽을 향하고 있으며, 배향 공간인 대성전과 강학 공간인 명륜당이 좌우로 나란히 배치되어 있다.
정의향교에는 현재 전패가 보관되어 있다. 대성전에는 5성, 10철, 송조6현과 한국의 18현의 위패가 봉안되어 있으며 해마다 봄가을에 석전을 봉행한다. 향교 앞에는 10개의 송덕비가 줄지어 서 있고 향교 안에도 5개의 송덕비가 있다. 주변에 가볼 만한 곳으로는 성읍민속마을과 보름왓, 백약이오름이 있다."
정의현성,제주특별자치도 서귀포시 표선면 성읍리 성읍민속마을 공영주차장 인근,1621165,12,outdoor,outdoor:산,A02,A0201,A02010200,역사관광지,고궁,성,126.8021126853,33.3852280274,"서귀포시 표선면에 있는 조선 시대의 성곽이다. 본래 이 성은 지금의 성산읍 고성리에 있었지만, 우도와 가까워서 새벽과 밤에 북과 나발 소리가 들리고 여러 번 태풍으로 흉년이 들었을 뿐만 아니라 왜적이 침범했기 때문에 세종 5년(1423) 9월에 안무사 정간이 진사리로 이전하여 축성했다. 당시 성의 둘레는 2,520척, 높이 13척이었다. 동, 서, 남에 각각 문이 있었으며, 문 위에는 초루가 있었다. 정의현성 안에는 110호에 달하는 가옥이 있고 성 밖으로도 많은 가옥이 있었으며 관아 문밖에 12개의 돌하르방을 세워 성안으로 출입하는 사람들을 감시하고 성을 지키는 수문장 역할을 했다.
1986년부터 정의현의 읍성 복원과 보수를 시작했다. 복원 과정에서 정의현감이 업무를 보던 일관헌은 1975년 옛 건물을 헐어내고 새롭게 증축해 제주도 유형문화재 제7호로 지정되었다. 또한 성읍민속마을 주변에 왜구의 침입으로부터 현청 등을 보호하는 성도 복원되었다."
정직한돈 본점,제주특별자치도 제주시 애월읍 애월해안로 253,2853566,39,indoor,indoor:음식점 | outdoor:산/해수욕장/해안,A05,A0502,A05020100,음식점,한식,한식,126.3390038084,33.4673976720,"제주시 애월읍 고내포구 인근에 위치한 정직한돈 본점은 제주 청정 자연에서 자란 숙성 흑돼지를 맛볼 수 있는 맛집이다. 이곳에서는 신선한 제주 흑돼지 근고기를 참숯에 구워 제공하는데, 숙련된 직원이 직접 고기를 구워줘 더욱 맛있고 편안한 식사가 가능하다. 정직한돈의 또 다른 별미로는 제주 바다의 신선함을 담은 딱새우회가 있으며, 고기와 해산물을 함께 즐길 수 있는 정직한돈 딱새우세트 메뉴도 인기다. 깔끔하고 넓은 매장에는 다양한 연예인과 유명 인사들이 다녀간 흔적이 벽면에 가득해, 이미 입소문이 나 알려져 있다. 인근의 곽지해수욕장이나 한담해안산책로를 함께 둘러보며 제주의 바다 풍경을 즐기기에도 좋은 코스다."
제7회 농촌융복합산업 제주국제박람회,제주특별자치도 서귀포시 중문관광로 224 (중문동),3318880,15,mixed,outdoor:산 | mixed:복합,A02,A0208,A02080600,역사관광지,전통공연,박람회,126.4244820031,33.2412795735,"제7회 농촌융복합산업 제주국제박람회는 소비자와 생산자가 직접 만나 농촌융복합산업 제품을 직접 경험하고, 제품의 가치와 우수성을 인지할 수 있는 기회를 제공하는 행사이다. 올해 7회째를 맞이하는 제주국제박람회는 매해 새로운 주제 전환을 시도하여, 참관객과 언론등의 관심을 이끌어냈다. 올해는 전년도에 이어 '푸드테크'를 주제로 AI로봇과 푸드테크의 결합을 통해 다양한 콘텐츠를 제공할 예정이다. 또한 수출유통상담회, 국제포럼 등을 운영하여 농촌융복합산업의 다양한 인사이트를 공유하고, 새로운 방향을 제시하고자 한다."
제라진어드벤쳐,제주특별자치도 제주시 조천읍 선교로 33,2752733,28,outdoor,outdoor:레포츠/산,A03,A0302,A03022300,레포츠소개,수련시설,오프로드,126.7159844893,33.4872070398,"제주의 말들과 노루, 꿩이 자유롭게 뛰어노는 429,752㎡(13만 평) 규모의 초원과 숲에서 자연 그대로의 제주를 느낄 수 있는 국내 유일의 오프로드 투어를 제공한다. 스릴 넘치는 오프로드 투어부터 RC카를 통한 미니멀한 제주 투어까지, 오직 제주에서만 가능한 순간들을 경험할 수 있다. 제주 오프로드 코스 설계의 특별한 점은, 세계 자연유산에 인접한 원시 자연 그대로를 재현했다는 것이다. 가급적 ‘말이 다녔던 길을 따라’ 체험코스를 설계했다. 완만한 능선과 골짜기가 중첩된 지형은 액티비티를 만끽할 최적의 조건이며, 6.5km에 달하는 다이내믹한 코스는 특별한 체험의 시간을 선사한다. 또한 체험 코스 중간에서 포토타임을 가질 수 있어 잊지 못할 추억을 남길 수 있다. ‘바퀴 달린 집’ 촬영 이후 더 유명해졌다."
제레미,제주특별자치도 제주시 애월읍 애월로 106-1,2852155,39,indoor,indoor:음식점/카페,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.3185167661,33.4645504417,"제레미는 제주 애월리의 조용하고 한적한 동네 골목 안에 자리한 작은 감성 카페로, 외부의 번잡함에서 벗어나 여유로운 시간을 보내기에 딱 알맞은 공간이다. 스테인드글라스가 달린 독특한 외관이 눈길을 끌며, 카페 주변의 정적인 분위기와 어우러져 한층 더 감성적인 느낌을 자아낸다. 제레미는 특히 핸드드립커피 맛집으로 알려져 있으며, 그중에서도 ‘제레미 커피’는 이곳의 시그니처 메뉴로, 차가운 우유에 고소한 에스프레소 더블샷을 더해 얼음 없이도 진하고 풍부한 맛을 즐길 수 있다. 커피 뿐 아니라 디저트 메뉴로 제공되는 두툼한 토스트도 인기인데, 게랑드 버터와 수제 잼이 함께 제공되어 고소하고 달콤하여 조화롭다."
제로포인트트레일,제주특별자치도 제주시 산지로 25 (건입동),2718799,28,outdoor,outdoor:레포츠/산/트레킹,A03,A0302,A03022700,레포츠소개,수련시설,트래킹,126.5292195284,33.5147676675,"기존의 일반적인 한라산 등산이 해발 650~750m 인근의 탐방로 입구에서 출발한다면 제로포인트트레일은 한라산을 해발 0m에서 1947m 까지 동력의 힘을 빌리지 않고 온전히 참가자의 두 다리로 오르는 총장 31㎞ 의 Sea To Summit 트레킹 챌린지 프로그램이다. 첫마음, 한계의 도전, 자신과의 싸움, 리스타트 등의 핵심가치를 가지고 있으며 20대에서 60대까지 폭넓은 참가자 연령층을 가지고 있다. 완주하신 참가자께는 완주 인증서가 발급되며 제로포인트트레일의 공식 운영처인 제로스테이션에 완주 기념 명패가 영구 부착된다."
제스토리,제주특별자치도 서귀포시 막숙포로 60 (법환동),2859034,38,outdoor,indoor:쇼핑 | outdoor:산/섬,A04,A0401,A04010900,쇼핑,5일장,특산물판매점,126.5149353881,33.2361121271,"제스토리는 범섬이 보이는 법환포구에 위치해 있다. 이곳은 서귀포 최대 규모 감성 소품샵으로 300명의 제주 아티스트가 참여하여 키링, 방향제, 엽서, 도자기, 인형, 뜨개 소품, 캔들 등의 독특한 작품을 만나볼 수 있다. 또한 버려진 해녀복을 재활용해 만든 이곳만의 한정 소품 시리즈도 만나볼 수 있다. 제주의 전통과 환경을 동시에 지켜내는 업사이클링 상품으로 여행객들에게 ‘진짜 제주’를 담아 가는 의미 있는 선물을 제공하려 한다. 1층과 2층으로 운영되며, 2층에는 제주 범섬이 보이는 아름다운 제주 바다를 감상할 수 있다. 매장에서 10만 원 이상 구매 시 무료 택배 서비스를 이용할 수 있다."
제이엠그랑블루요트,제주특별자치도 서귀포시 대포로 172-7 (대포동),2571240,28,outdoor,outdoor:레포츠,A03,A0303,A03030300,레포츠소개,윈드서핑/제트스키,요트,126.4396057595,33.2382440357,"주식회사 제이엠 그랑블루요트는 대포포구에 위치한 요트투어 관광지로 47인승, 44인승 요트를 보유하여 동시에 최대 91명까지 승선이 가능하다.일반투어 소요시간은 1시간으로 대포항에서 출항하여 월평동굴 및 주상절리를 항해하는 차별화된 코스를 운영하고 있다.요트투어를 하는 동안 비경관람, 세일링, 낚시가 가능하다. 계절별 특별메뉴(동절기-어묵, 컵라면/하절기-과일)와 와인, 생맥주, 쿠키, 원두커피가 제공된다.노래방 시설, 화장실 등 편의시설이 완비되어 있다.<br>"
제주 글라스하우스,제주특별자치도 서귀포시 성산읍 고성리 46,2778809,12,indoor,indoor:베이커리/카페 | outdoor:섬,A02,A0205,A02050600,역사관광지,다리/대교,유명건물,126.9340141417,33.4291280857,"제주 섭지코지에 자리한 글라스하우스는 현대건축의 거장으로 꼽히는 안도 다다오의 작품이다. 일본 출신의 건축가인 그는 노출 콘크리트를 시적으로 승화시킨 독창적인 아이디어와 자연, 빛과 조화롭게 어우러진 건축물로 국내에서도 뜨거운 인기를 누리고 있다. 글라스하우스는 곧게 뻗은 선과 네모반듯한 면이 작가의 상징처럼 느껴진다. 건축물의 모양새는 바다를 향해 기지개를 켜듯 꺾쇠 형태로 뻗어 나간다. 간결해 보이지만 안도 다다오만의 섬세한 매력이 곳곳에 숨어 있다. 글라스하우스는 플로이스트 베이커리 카페, 소품샵 페이보릿 아일랜드로 이루어져 있다. 특히 플로이스트 베이커리 카페는 탁 트인 통유리 너머 제주 바다의 아름다움까지 즐길 수 있어 낭만적인 분위기를 즐기기에 좋다. 해가 질 무렵이면 카페 전체가 붉은 노을에 물든다. 

 ◎ 한류의 매력을 만나는 여행 정보 - 영화 <마녀2>
마녀 프로젝트를 만든 백총괄의 신비로운 저택은 휘닉스 제주의 글라스 하우스이다. 글라스 하우스의 민트레스토랑은 어느 자리에서든 넓게 펼쳐진 바다를 볼 수 있다. 건물이 위치한 섭지코지와 함께 둘러보기를 추천한다."
제주 노루생태관찰원,제주특별자치도 제주시 명림로 520,1672315,12,outdoor,indoor:전시/전시관 | outdoor:공원/산/숲길/오름,A01,A0101,A01010500,자연관광지,국립공원,자연생태관광지,126.6266209993,33.4444547805,"제주 노루생태관찰원은 2007년 8월 3일 개장하였다. 각종 동식물이 자연 그대로 보존된 52㏊의 공간에 오름에서 자유롭게 뛰노는 노루를 관찰할 수 있는 숲길 관찰로와 관람객이 가까이에서 직접 노루를 만져보고 먹이 주기 체험을 할 수 있는 상시관찰원이 조성되어 있다. 전시관에는 제주의 다양한 동식물과 한라산의 식생분포 등 제주의 자연에 대한 동물 이야기관과 노루의 특징, 역사 속에 나오는 노루의 기록 등 노루에 대한 지식을 제공하는 노루의 생태관, 노루의 생태와 생활상을 영상으로 보여주는 노루이야기 영상관이 있다. 천혜의 자연환경을 바탕으로 제주의 상징인 노루를 직접 관찰하고 휴식을 취하면서 노루에 대한 지식을 얻을 수 있는 노루생태관찰원은 자연학습과 생태체험을 동시에 즐길 수 있는 우리들의 공간이다. 거친 오름 중턱을 따라 조성된 숲길 관찰로는 온 가족이 쉽게 이용할 수 있는 트래킹 코스로 약 40분이 소요되며 탁 트인 전망과 함께 자연 속의 휴식공간을 제공한다. 노루생태관찰원에서는 노루먹이 주기 체험과 나무를 이용한 노루 만들기 체험 등을 진행하고 있다."
제주 뉴오션리조트,제주특별자치도 제주시 애월읍 고내로13길 59,905600,32,indoor,indoor:리조트/숙박/카페/펜션/호텔 | outdoor:산/해수욕장/해안,B02,B0201,B02010700,숙박시설,관광호텔,펜션,126.3455948543,33.4694947659,"뉴오션리조트는 애월읍 해안도로 주변에 위치하고 있어 바다를 조망할 수 있고, 소나무 숲과 어울어져 있어 더욱 맑은 공기와 경관을 자랑하고 있다.
제주 시내와 관광지의 중심이라 할 수 있는 곳에 위치하여 이동도 편리할 뿐더러 관광지, 해수욕장, 골프장들과의 접근성이 용이하다.
아이들 및 어른들이 물놀이 할 수 있는 풀장, 바다를 감상하며 담소를 나눌 수 있는 정자를 비롯해 산책로, 카페등 다양한 시설을 갖추고 있다. 특별히 멀티룸에는 노래방시설, 음향시설 및 영상관람 시설을 완비하고 있기 때문에 중소 기업체 연수/세미나/워크샵등도 가능하다."
제주 당처물동굴 [유네스코 세계자연유산],제주특별자치도 제주시 구좌읍 월정리 1457,477920,12,outdoor,outdoor:공원/산,A01,A0101,A01011900,자연관광지,국립공원,동굴,126.7850130123,33.5567310147,"당처물 동굴은 제주시에서 1132번 국도를 따라 동쪽으로 약 27㎞쯤 떨어진 곳에 있다. 화산활동에 의해 땅에서 3㎞ 정도 아래에 형성된 용암동굴로 32만 년 전에 만들어진 것으로 추정된다. 동굴은 입구가 없어 노출되지 않아 동굴모습이 그대로 보존되어 있다. 당처물 동굴은 용암동굴이지만 동굴 위의 지표에 쌓인 조개모래의 석회성분에 의해 만들어진 2차 생성물이 석회동굴을 방불케 하고 있다. 고드름처럼 생긴 종유석과 땅에서 돌출되어 올라온 석순, 그리고 종유석과 석순이 만나 기둥을 이룬 석주 등 동굴생성물이 매우 아름답게 발달해 있으며, 특히 가늘고 긴 종유석과 기둥 모양의 석주가 동굴 전체에 걸쳐 크게 발달하였다. 당처물 동굴은 소규모의 동굴이지만 동굴 내 2차 생성물이 매우 다양하여 지질학적 학술가치가 크므로 천연기념물로 지정하여 보호하고 있다.
또한 동굴 생성물 등의 보호를 위해 공개 제한 지역으로 지정되어 있어 관리 및 학술 목적 등으로 출입하고자 할 때에는 국가유산청장의 허가를 받아 출입할 수 있다."
제주 동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,2023350,12,outdoor,outdoor:산,A02,A0203,A02030100,역사관광지,농.산.어촌 체험,농.산.어촌 체험,126.7451829828,33.3203953813,"제주 동백마을은 서귀포시 남원읍에 중산간 마을로 300년의 역사를 가진 설촌터이자, 도 지정기념물로 지정된 동백나무군락지를 중심으로 동백을 테마로 한 마을사업을 하고 있는 곳이다. 마을 곳곳에 토종 동백나무와 수령이 300~400년 된 동백나무를 볼 수 있으며, 마을 공동사업으로 운영하는 동백방앗간에서 생산한 동백기름을 판매하고 있으며, 동백이야기를 담은 동백 공예체험, 마을에서 직접 생산한 식용동백기름을 이용한 동백음식체험, 생동백기름을 이용한  천연비누체험도 가능하다. 동백마을에서 주민들이 가꿔 더욱 아름다운 나무도 보고, 고사리파스타 만들기 체험도 경험해 보자."
제주 메이플호텔,제주특별자치도 제주시 원노형3길 41 메이플호텔,1932636,32,indoor,indoor:숙박/시장/호텔 | outdoor:해수욕장,B02,B0201,B02010100,숙박시설,관광호텔,관광호텔,126.4817104098,33.4865589227,"메이플호텔은 제주국제공항에서 차량 5분 거리인, 제주도청이 있는 신제주지역에 있다. 객실은 더블침대와 넓은 휴식공간이 있는 패밀리룸, 싱글베드와 더블베드가 있는 트윈룸, 더블베드 하나와 미니테이블이 있는 더블룸으로 나뉜다. 비교적 객실이 넓고 청결해 만족도가 높다. 차량으로 7분 거리에 이호테우해수욕장이 있고 15분 이내 거리에 도두항, 용두암, 동문재래시장 등이 있어 관광을 즐기기 좋다."
제주 명도암참살이마을,제주특별자치도 제주시 명림로 268-71,801097,12,outdoor,outdoor:공원/산/오름/트레킹/휴양림,A02,A0203,A02030100,역사관광지,농.산.어촌 체험,농.산.어촌 체험,126.5948837907,33.4917101568,"밧세미오름 인근 제주시 봉개동에 위치한 명도암마을은 1604년경 조선시대 유학자인 명도암 김진용 선생이 유학을 전파한 데서 이름을 유래했다. 노루들이 사는 아름다운 16개의 오름으로 둘러싸인 중산간 마을로 자연연못과 습지가 많은 것이 특징이다.
드넓은 목장에 양 떼들의 이국적인 풍경을 만들어 내는 멋진 풍광과 옛 모습 그대로의 자연이 그대로 녹아든 조용한 마을로 ‘참살이’라는 자연 친화적인 삶을 추구하고 있다. 마을 전체가 연중 채소를 생산하여 신선한 먹을거리, 바른 먹을거리를 위하는 건강한 마을이다. 봄에는 마을 주도로인 명림로를 따라 올라가면 길 양쪽에 벚꽃이 만발하여 꽃길로, 겨울에는 화사한 눈꽃이 만발하여 눈길로 유명하다. 많은 오름을 보며 한라산을 배경으로 드라이브와 트레킹을 즐길 수 있다. 벽화가 그려진 도로변을 따라 맛집이 여러 곳이 있어 먹는 재미도 쏠쏠하다. 또한 넓은 들에 뛰어노는 양 떼, 방목하는 말, 노루 생태공원을 둘러보며 보고 직접 먹이도 줄 수도 있다.
마을 중간에는 명도암참살이체험마을이 있어 김치 담그기, 양 먹이주기 체험 등 다양한 체험 프로그램을 운영한다. 마을 끝머리에는 절물 휴양림이 있어 도시에서 찌든 삶을 치유하는 삼림욕을 즐길 수 있다. 봄에는 마을 마실가기 행사와 가을에는 오름 트레킹 축제가 열린다."
제주 무지개해안도로,제주특별자치도 제주시 도두일동 1734,2714306,12,outdoor,outdoor:공원/해안,A01,A0101,A01010500,자연관광지,국립공원,자연생태관광지,126.4724745846,33.5093895815,"도두동 무지개 해안도로는 공항에서 차로 10분 거리에 있는 이색 도로다. 차량 추락을 막기 위해 해안도로를 따라 설치된 방호벽에 색을 입혀보자는 주민들의 의견을 반영하여 무지개색으로 칠했는데, 관광객들 사이에서 도두동 무지개 해안도로로 불리면서 명소가 되었다. 주변에는 해녀상을 비롯한 여러 조각상이 있어 구경하는 재미가 있고, 걸어서 이동이 가능한 곳에 도두봉이 있는데, 올레길 코스이면서 숨은 비경 중 하나이다. 경사가 완만하여 오르기 어렵지 않다."
